ID,Book Title,Title,Authors,PDFs
211239,NSDI 18,{PowerMan}: An {Out-of-Band} Management Network for Datacenters Using Power Line Communication,Li Chen and Jiacheng Xia and Bairen Yi and Kai Chen,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-chen.pdf
217630,USENIX Security 18,Practical Accountability of Secret Processes,Jonathan Frankle and Sunoo Park and Daniel Shaar and Shafi Goldwasser and Daniel Weitzner,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-frankle.pdf
217581,USENIX Security 18,Precise and Accurate Patch Presence Test for Binaries,Hang Zhang and Zhiyun Qian,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-zhang.pdf
222629,OSDI 18,{PRETZEL}: Opening the Black Box of Machine Learning Prediction Serving Systems,Yunseong Lee and Alberto Scolari and Byung-Gon Chun and Marco Domenico Santambrogio and Markus Weimer and Matteo Interlandi,https://www.usenix.org/system/files/osdi18-lee.pdf
222577,OSDI 18,Principled Schedulability Analysis for Distributed Storage Systems using Thread Architecture Models,Suli Yang and Jing Liu and Andrea C. Arpaci-Dusseau and Remzi H. Arpaci-Dusseau,https://www.usenix.org/system/files/osdi18-yang.pdf
208131,Enigma 2018,Privacy @ Instagram,Carrie Jiang,https://www.usenix.org/sites/default/files/conference/protected-files/enigma18_slides_jiang.pdf
219427,SOUPS 2018,"""Privacy is not for me, it{\textquoteright}s for those rich women"": Performative Privacy Practices on Mobile Phones by Women in South Asia",Nithya Sambasivan and Garen Checkley and Amna Batool and Nova Ahmed and David Nemer and Laura Sanely Gayt{\'a}n-Lugo and Tara Matthews and Sunny Consolvo and Elizabeth Churchill,https://www.usenix.org/system/files/conference/soups2018/soups2018-sambasivan.pdf
219439,SOUPS 2018,Programming Experience Might Not Help in Comprehending Obfuscated Source Code Efficiently,"Norman H{\""a}nsch and Andrea Schankin and Mykolai Protsenko and Felix Freiling and Zinaida Benenson",https://www.usenix.org/system/files/conference/soups2018/soups2018-hansch.pdf
211275,NSDI 18,Prophecy: Accelerating Mobile Page Loads Using Final-state Write Logs,Ravi Netravali and James Mickens,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-netravali-prophecy.pdf
208149,Enigma 2018,Protecting Financial Stability against Cyber Threats: Proposal for an International Agreement,Tim Maurer,https://www.usenix.org/sites/default/files/conference/protected-files/enigma18_maurer_0.pdf
208143,Enigma 2018,Protecting Firefox Data with Content Signatures,Julien Vehent,https://www.usenix.org/sites/default/files/conference/protected-files/enigma18_vehent.pdf
210498,FAST 18,{Protocol-Aware} Recovery for {Consensus-Based} Storage,Ramnatthan Alagappan and Aishwarya Ganesan and Eric Lee and Aws Albarghouthi and Vijay Chidambaram and Andrea C. Arpaci-Dusseau and Remzi H. Arpaci-Dusseau,https://www.usenix.org/system/files/conference/fast18/fast18-alagappan.pdf
220315,TaPP 2018,Provenance-based Intrusion Detection: Opportunities and Challenges,Xueyuan Han and Thomas Pasquier and Margo Seltzer,https://www.usenix.org/system/files/conference/tapp2018/tapp2018-paper-han.pdf
222567,OSDI 18,Proving confidentiality in a file system using {DiskSec},Atalay Ileri and Tej Chajed and Adam Chlipala and Frans Kaashoek and Nickolai Zeldovich,https://www.usenix.org/system/files/osdi18-ileri.pdf
222621,OSDI 18,Proving the correct execution of concurrent services in zero-knowledge,Srinath Setty and Sebastian Angel and Trinabh Gupta and Jonathan Lee,https://www.usenix.org/system/files/osdi18-setty.pdf
208127,Enigma 2018,Public Perception of Algorithmic Fairness,Allison Woodruff,
215949,USENIX ATC 18,"Putting the ""Micro"" Back in Microservice",Sol Boucher and Anuj Kalia and David G. Andersen and Michael Kaminsky,https://www.usenix.org/system/files/conference/atc18/atc18-boucher.pdf
218395,USENIX Security 18,Q: Why Do Keynote Speakers Keep Suggesting That Improving Security Is Possible? A: Because Keynote Speakers Make Bad Life Decisions and Are Poor Role Models,James Mickens,
217563,USENIX Security 18,{QSYM} : A Practical Concolic Execution Engine Tailored for Hybrid Fuzzing,Insu Yun and Sangho Lee and Meng Xu and Yeongjin Jang and Taesoo Kim,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-yun.pdf
217587,USENIX Security 18,Quack: Scalable Remote Measurement of {Application-Layer} Censorship,Benjamin VanderSloot and Allison McDonald and Will Scott and J. Alex Halderman and Roya Ensafi,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-vandersloot.pdf
215969,USENIX ATC 18,{RAFI}: {Risk-Aware} Failure Identification to Improve the {RAS} in Erasure-coded Data Centers,Juntao Fang and Shenggang Wan and Xubin He,https://www.usenix.org/system/files/conference/atc18/atc18-fang.pdf
208159,Enigma 2018,Rage against the Ghost in the Machine,Lilly Ryan,
210542,FAST 18,{RAID+}: Deterministic and Balanced Data Distribution for Large Disk Enclosures,Guangyan Zhang and Zican Huang and Xiaosong Ma and Songlin Yang and Zhufan Wang and Weimin Zheng,https://www.usenix.org/system/files/conference/fast18/fast18-zhang.pdf
216839,HotCloud 18,{RaMP}: A Lightweight {RDMA} Abstraction for Loosely Coupled Applications,Babar Naveed Memon and Xiayue Charles Lin and Arshia Mufti and Arthur Scott Wesley and Tim Brecht and Kenneth Salem and Bernard Wong and Benjamin Cassell,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-memon.pdf
217507,USENIX Security 18,Rampart: Protecting Web Applications from {CPU-Exhaustion} {Denial-of-Service} Attacks,Wei Meng and Chenxiong Qian and Shuang Hao and Kevin Borgolte and Giovanni Vigna and Christopher Kruegel and Wenke Lee,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-meng.pdf
222605,OSDI 18,Ray: A Distributed Framework for Emerging {AI} Applications,Philipp Moritz and Robert Nishihara and Stephanie Wang and Alexey Tumanov and Richard Liaw and Eric Liang and Melih Elibol and Zongheng Yang and William Paul and Michael I. Jordan and Ion Stoica,https://www.usenix.org/system/files/osdi18-moritz.pdf
217509,USENIX Security 18,Reading Thieves{\textquoteright} Cant: Automatically Identifying and Understanding Dark Jargons from Cybercrime Marketplaces,Kan Yuan and Haoran Lu and Xiaojing Liao and XiaoFeng Wang,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-yuan_0.pdf
218961,SREcon18 Europe,Real World {SLOs} and {SLIs}: A Deep Dive,Matthew Flaming and Elisa Binette,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_binette.pdf
216835,HotCloud 18,{RECap}: {Run-Escape} Capsule for On-demand Managed Service Delivery in the Cloud,Shripad Nadgowda and Sahil Suneja and Canturk Isci,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-nadgowda.pdf
216821,HotCloud 18,{RecService}: Distributed {Real-Time} Graph Processing at Twitter,Ajeet Grewal and Jerry Jiang and Gary Lam and Tristan Jung and Lohith Vuddemarri and Quannan Li and Aaditya Landge and Jimmy Lin,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-grewal.pdf
215997,USENIX ATC 18,Redesigning {LSMs} for Nonvolatile Memory with {NoveLSM},Sudarsun Kannan and Nitish Bhat and Ada Gavrilovska and Andrea Arpaci-Dusseau and Remzi Arpaci-Dusseau,https://www.usenix.org/system/files/conference/atc18/atc18-kannan.pdf
216902,HotStorage 18,Reducing {NVM} Writes with Optimized Shadow Paging,Yuanjiang Ni and Jishen Zhao and Daniel Bittman and Ethan Miller,https://www.usenix.org/system/files/conference/hotstorage18/hotstorage18-paper-ni.pdf
216829,HotCloud 18,Reinventing Video Streaming for Distributed Vision Analytics,Chrisma Pakha and Aakanksha Chowdhery and Junchen Jiang,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-pakha.pdf
215933,USENIX ATC 18,Remote regions: a simple abstraction for remote memory,Marcos K. Aguilera and Nadav Amit and Irina Calciu and Xavier Deguillard and Jayneel Gandhi and Stanko Novakovi{\'c} and Arun Ramanathan and Pratap Subrahmanyam and Lalith Suresh and Kiran Tati and Rajesh Venkatasubramanian and Michael Wei,https://www.usenix.org/system/files/conference/atc18/atc18-aguilera.pdf
219425,SOUPS 2018,Replication Study: A {Cross-Country} Field Observation Study of Real World {PIN} Usage at {ATMs} and in Various Electronic Payment Scenarios,Melanie Volkamer and Andreas Gutmann and Karen Renaud and Paul Gerber and Peter Mayer,https://www.usenix.org/system/files/conference/soups2018/soups2018-volkamer.pdf
222595,OSDI 18,{REPT}: Reverse Debugging of Failures in Deployed Software,Weidong Cui and Xinyang Ge and Baris Kasikci and Ben Niu and Upamanyu Sharma and Ruoyu Wang and Insu Yun,https://www.usenix.org/system/files/osdi18-cui.pdf
211291,NSDI 18,{ResQ}: Enabling {SLOs} in Network Function Virtualization,Amin Tootoonchian and Aurojit Panda and Chang Lan and Melvin Walls and Katerina Argyraki and Sylvia Ratnasamy and Scott Shenker,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-tootoonchian.pdf
217501,USENIX Security 18,Rethinking Access Control and Authentication for the Home Internet of Things ({{{{{IoT}}}}}),"Weijia He and Maximilian Golla and Roshni Padhi and Jordan Ofek and Markus D{\""u}rmuth and Earlence Fernandes and Blase Ur",https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-he.pdf
216845,HotCloud 18,Rethinking Adaptability in {Wide-Area} Stream Processing Systems,Albert Jonathan and Abhishek Chandra and Jon Weissman,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-jonathan.pdf
217494,USENIX Security 18,Return Of {Bleichenbacher{\textquoteright}s} Oracle Threat ({{{{{ROBOT}}}}}),"Hanno B{\""o}ck and Juraj Somorovsky and Craig Young",https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-bock.pdf
220596,{WOOT} 18,Reverse-Engineering and Breaking a Real-World {AES} Whitebox,Maurice Leclaire and Julian Kirsch and Lorenz Panny and Fabian Franzen and Thomas Kittel,not accessible
216896,HotStorage 18,Revisiting Concurrency in {High-Performance} {NoSQL} Databases,Yuvraj Patel and Mohit Verma and Andrea C. Arpaci-Dusseau and Remzi H. Arpaci-Dusseau,https://www.usenix.org/system/files/conference/hotstorage18/hotstorage18-paper_patel.pdf
217628,USENIX Security 18,The Rewards and Costs of Stronger Passwords in a University: Linking Password Lifetime to Strength,Ingolf Becker and Simon Parkin and M. Angela Sasse,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-becker.pdf
210538,FAST 18,{RFLUSH}: Rethink the Flush,Jeseong Yeon and Minseong Jeong and Sungjin Lee and Eunji Lee,https://www.usenix.org/system/files/conference/fast18/fast18-yeon.pdf
222581,OSDI 18,{RobinHood}: Tail Latency Aware Caching -- Dynamic Reallocation from {Cache-Rich} to {Cache-Poor},Daniel S. Berger and Benjamin Berg and Timothy Zhu and Siddhartha Sen and Mor Harchol-Balter,https://www.usenix.org/system/files/osdi18-berger.pdf
222571,OSDI 18,{RStream}: Marrying Relational Algebra with Streaming for Efficient Graph Mining on A Single Machine,Kai Wang and Zhiqiang Zuo and John Thorpe and Tien Quang Nguyen and Guoqing Harry Xu,https://www.usenix.org/system/files/osdi18-wang.pdf
217533,USENIX Security 18,{SAD} {THUG}: Structural Anomaly Detection for Transmissions of High-value Information Using Graphics,Jonathan P. Chapman,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-chapman.pdf
211281,NSDI 18,{SafeBricks}: Shielding Network Functions in the Cloud,Rishabh Poddar and Chang Lan and Raluca Ada Popa and Sylvia Ratnasamy,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-poddar.pdf
211251,NSDI 18,Salsify: {Low-Latency} Network Video through Tighter Integration between a Video Codec and a Transport Protocol,Sadjad Fouladi and John Emmons and Emre Orbay and Catherine Wu and Riad S. Wahby and Keith Winstein,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-fouladi.pdf
215935,USENIX ATC 18,{SAND}: Towards {High-Performance} Serverless Computing,Istemi Ekin Akkus and Ruichuan Chen and Ivica Rimac and Manuel Stein and Klaus Satzke and Andre Beck and Paarijaat Aditya and Volker Hilt,https://www.usenix.org/system/files/conference/atc18/atc18-akkus.pdf
217496,USENIX Security 18,{SAQL}: A Stream-based Query System for {Real-Time} Abnormal System Behavior Detection,Peng Gao and Xusheng Xiao and Ding Li and Zhichun Li and Kangkook Jee and Zhenyu Wu and Chung Hwan Kim and Sanjeev R. Kulkarni and Prateek Mittal,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-gao_0.pdf
216841,HotCloud 18,Say Goodbye to Virtualization for a Safer Cloud,Dan Williams and Ricardo Koller and Brandon Lum,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-williams.pdf
218877,SREcon18 Europe,Scalable {Coding{\textemdash}Find} the Error,Igor Ebner de Carvalho,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_ebner.pdf
215999,USENIX ATC 18,Scaling Guest {OS} Critical Sections with {eCS},Sanidhya Kashyap and Changwoo Min and Taesoo Kim,https://www.usenix.org/system/files/conference/atc18/atc18-kashyap.pdf
216045,USENIX ATC 18,Scaling Hardware Accelerated Network Monitoring to Concurrent and Dynamic Queries With {*Flow},John Sonchack and Oliver Michel and Adam J. Aviv and Eric Keller and Jonathan M. Smith,https://www.usenix.org/system/files/atc18-sonchack.pdf
217557,USENIX Security 18,"{Schr{\""o}dinger{\textquoteright}s} {RAT}: Profiling the Stakeholders in the Remote Access Trojan Ecosystem",Mohammad Rezaeirad and Brown Farinholt and Hitesh Dharmdasani and Paul Pearce and Kirill Levchenko and Damon McCoy,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-rezaeirad.pdf
219985,USENIX Security 18,The Second Crypto {War{\textemdash}What{\textquoteright}s} Different Now,Susan Landau,https://www.usenix.org/sites/default/files/conference/protected-files/sec18_slides_landau.pdf
216884,HotStorage 18,{SecPM}: a Secure and Persistent Memory System for Non-volatile Memory,Pengfei Zuo and Yu Hua,https://www.usenix.org/system/files/conference/hotstorage18/hotstorage18-paper-zuo.pdf
216843,HotCloud 18,A Secure Cloud with Minimal Provider Trust,Amin Mosayyebzadeh and Gerardo Ravago and Apoorve Mohan and Ali Raza and Sahil Tikale and Nabil Schear and Trammell Hudson and Jason Hennessey and Naved Ansari and Kyle Hogan and Charles Munson and Larry Rudolph and Gene Cooperman and Peter Desnoyers and Orran Krieger,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-mosayyebzadeh.pdf
217505,USENIX Security 18,The Secure Socket {API}: {TLS} as an Operating System Service,Mark O{\textquoteright}Neill and Scott Heidbrink and Jordan Whitehead and Tanner Perdue and Luke Dickinson and Torstein Collett and Nick Bonner and Kent Seamons and Daniel Zappala,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-o_neill.pdf
220570,WOOT 18,Security Analysis of {eIDAS} {\textendash} The {Cross-Country} Authentication Scheme in Europe,"Nils Engelbertz and Nurullah Erinola and David Herring and Juraj Somorovsky and Vladislav Mladenov and J{\""o}rg Schwenk",https://www.usenix.org/system/files/conference/woot18/woot18-paper-engelbertz.pdf
219394,SOUPS 2018,Security in the Software Development Lifecycle,Hala Assal and Sonia Chiasson,https://www.usenix.org/system/files/conference/soups2018/soups2018-assal.pdf
217614,USENIX Security 18,Security Namespace: Making Linux Security Frameworks Available to Containers,Yuqiong Sun and David Safford and Mimi Zohar and Dimitrios Pendarakis and Zhongshu Gu and Trent Jaeger,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-sun.pdf
208185,Enigma 2018,Security Technology Adoption; Building Hardware Is Just the Start,Paul Waller,
216817,HotCloud 18,Seer: Leveraging Big Data to Navigate the Increasing Complexity of Cloud Debugging,Yu Gan and Meghna Pancholi and Siyuan Hu and Dailun Cheng and Yuan He and Christina Delimitrou,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-gan.pdf
216005,USENIX ATC 18,Selecta: Heterogeneous Cloud Storage Configuration for Data Analytics,Ana Klimovic and Heiner Litz and Christos Kozyrakis,https://www.usenix.org/system/files/conference/atc18/atc18-klimovic-selecta.pdf
211267,NSDI 18,{Semi-Oblivious} Traffic Engineering: The Road Not Taken,Praveen Kumar and Yang Yuan and Chris Yu and Nate Foster and Robert Kleinberg and Petr Lapukhov and Chiun Lin Lim and Robert Soul{\'e},https://www.usenix.org/system/files/conference/nsdi18/nsdi18-kumar.pdf
220323,TaPP 2018,Semiring Provenance over Graph Databases,Yann Ramusat and Silviu Maniu and Pierre Senellart,https://www.usenix.org/system/files/conference/tapp2018/tapp2018-paper-ramusat.pdf
217458,USENIX Security 18,A Sense of Time for {JavaScript} and Node.js: {First-Class} Timeouts as a Cure for Event Handler Poisoning,James C. Davis and Eric R. Williamson and Dongyoon Lee,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-davis.pdf
217632,USENIX Security 18,Sensitive Information Tracking in Commodity {IoT},Z. Berkay Celik and Leonardo Babun and Amit Kumar Sikder and Hidayet Aksu and Gang Tan and Patrick McDaniel and A. Selcuk Uluagac,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-celik.pdf
220574,WOOT 18,"Sensorless, Permissionless Information Exfiltration with {Wi-Fi} {Micro-Jamming}",Rom Ogen and Kfir Zvi and Omer Shwartz and Yossi Oren,https://www.usenix.org/system/files/conference/woot18/woot18-paper-ogen.pdf
216787,HotEdge 18,Shadow Puppets: Cloud-level Accurate {AI} Inference at the Speed and Economy of Edge,Srikumar Venugopal and Michele Gazzetti and Yiannis Gkoufas and Kostas Katrinis,https://www.usenix.org/system/files/conference/hotedge18/hotedge18-papers-venugopal.pdf
222633,OSDI 18,Sharding the Shards: Managing Datastore Locality at Scale with Akkio,Muthukaruppan Annamalai and Kaushik Ravichandran and Harish Srinivas and Igor Zinkovsky and Luning Pan and Tony Savor and David Nagle and Michael Stumm,https://www.usenix.org/system/files/osdi18-annamalai.pdf
219396,SOUPS 2018,Share and Share Alike? An Exploration of Secure Behaviors in Romantic Relationships,Cheul Young Park and Cori Faklaris and Siyan Zhao and Alex Sciuto and Laura Dabbish and Jason Hong,https://www.usenix.org/system/files/conference/soups2018/soups2018-park.pdf
222551,OSDI 18,"Sharing, Protection, and Compatibility for Reconfigurable Fabric with {AmorphOS}",Ahmed Khawaja and Joshua Landgraf and Rohith Prakash and Michael Wei and Eric Schkufza and Christopher J. Rossbach,https://www.usenix.org/system/files/osdi18-khawaja.pdf
217468,USENIX Security 18,Shielding Software From Privileged {Side-Channel} Attacks,Xiaowan Dong and Zhuojia Shen and John Criswell and Alan L. Cox and Sandhya Dwarkadas,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-dong.pdf
216849,HotCloud 18,A Side-channel Attack on {HotSpot} Heap Management,Xiaofeng Wu and Kun Suo and Yong Zhao and Jia Rao,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-wu.pdf
217610,USENIX Security 18,Simple {Password-Hardened} Encryption Services,"Russell W. F. Lai and Christoph Egger and Manuel Reinert and Sherman S. M. Chow and Matteo Maffei and Dominique Schr{\""o}der",https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-lai.pdf
216021,USENIX ATC 18,Siphon: Expediting {Inter-Datacenter} Coflows in {Wide-Area} Data Analytics,Shuhao Liu and Li Chen and Baochun Li,https://www.usenix.org/system/files/conference/atc18/atc18-liu.pdf
217575,USENIX Security 18,Skill Squatting Attacks on Amazon Alexa,Deepak Kumar and Riccardo Paccagnella and Paul Murley and Eric Hennenfent and Joshua Mason and Adam Bates and Michael Bailey,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-kumar.pdf
216035,USENIX ATC 18,{SLAOrchestrator}: Reducing the Cost of Performance {SLAs} for Cloud Data Analytics,Jennifer Ortiz and Brendan Lee and Magdalena Balazinska and Johannes Gehrke and Joseph L. Hellerstein,https://www.usenix.org/system/files/conference/atc18/atc18-ortiz.pdf
222625,OSDI 18,Sledgehammer: {Cluster-Fueled} Debugging,Andrew Quinn and Jason Flinn and Michael Cafarella,https://www.usenix.org/system/files/osdi18-quinn.pdf
216001,USENIX ATC 18,On Smart Query Routing: For Distributed Graph Querying with Decoupled Storage,Arijit Khan and Gustavo Segovia and Donald Kossmann,https://www.usenix.org/system/files/conference/atc18/atc18-khan.pdf
211257,NSDI 18,{SnailTrail}: Generalizing Critical Paths for Online Analysis of Distributed Dataflows,Moritz Hoffmann and Andrea Lattuada and John Liagouris and Vasiliki Kalavri and Desislava Dimitrova and Sebastian Wicki and Zaheer Chothia and Timothy Roscoe,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-hoffmann.pdf
208147,Enigma 2018,Social Cybersecurity: Reshaping Security through an Empirical Understanding of Human Social Behavior,Sauvik Das,https://www.usenix.org/sites/default/files/conference/protected-files/enigma18_das.pdf
216031,USENIX ATC 18,{SOCK}: Rapid Task Provisioning with {Serverless-Optimized} Containers,Edward Oakes and Leon Yang and Dennis Zhou and Kevin Houck and Tyler Harter and Andrea Arpaci-Dusseau and Remzi Arpaci-Dusseau,https://www.usenix.org/system/files/conference/atc18/atc18-oakes.pdf
220582,WOOT 18,{SoK}: Make {JIT-Spray} Great Again,Robert Gawlik and Thorsten Holz,https://www.usenix.org/system/files/conference/woot18/woot18-paper-gawlik.pdf
216083,USENIX ATC 18,Solar: Towards a {Shared-Everything} Database on Distributed {Log-Structured} Storage,Tao Zhu and Zhuoyue Zhao and Feifei Li and Weining Qian and Aoying Zhou and Dong Xie and Ryan Stutsman and Haining Li and Huiqi Hu,https://www.usenix.org/system/files/conference/atc18/atc18-zhu.pdf
215955,USENIX ATC 18,Soteria: Automated {IoT} Safety and Security Analysis,Z. Berkay Celik and Patrick McDaniel and Gang Tan,https://www.usenix.org/system/files/conference/atc18/atc18-celik.pdf
218933,SREcon18 Europe,{SoundCloud{\textquoteright}s} Story of Seeking Sustainable {SRE},"Bj{\""o}rn Rabenstein",https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_rabenstein.pdf
218925,SREcon18 Europe,{SparkPost}: The Day the {DNS} Died,Jeremy Blosser,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_blosser.pdf
220586,WOOT 18,Spectre Returns! Speculation Attacks using the Return Stack Buffer,Esmaeil Mohammadian Koruyeh and Khaled N. Khasawneh and Chengyu Song and Nael Abu-Ghazaleh,https://www.usenix.org/system/files/conference/woot18/woot18-paper-koruyeh.pdf
210526,FAST 18,Spiffy: Enabling {File-System} Aware Storage Applications,Kuei Sun and Daniel Fryer and Joseph Chu and Matthew Lakier and Angela Demke Brown and Ashvin Goel,https://www.usenix.org/system/files/conference/fast18/fast18-sun.pdf
216061,USENIX ATC 18,Spindle: Informed Memory Access Monitoring,Haojie Wang and Jidong Zhai and Xiongchao Tang and Bowen Yu and Xiaosong Ma and Wenguang Chen,https://www.usenix.org/system/files/conference/atc18/atc18-wang-haojie.pdf
222599,OSDI 18,Splinter: {Bare-Metal} Extensions for {Multi-Tenant} {Low-Latency} Storage,Chinmay Kulkarni and Sara Moore and Mazhar Naqvi and Tian Zhang and Robert Ricci and Ryan Stutsman,https://www.usenix.org/system/files/osdi18-kulkarni.pdf
218873,SREcon18 Europe,"{SRE} Classroom, Or, How to Design a Distributed System in 3 Hours",Salim Virji and Fabian Geisberger and Jean Joswig,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_geisberger.pdf
218857,SREcon18 Europe,{SRE} for Good: Engineering Intersections between Operations and Social Activism,Liz Fong-Jones and Emily Gorcenski,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_fong-jones2.pdf
218965,SREcon18 Europe,{SRE} for Mobile Applications,Samuel Littley,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_littley.pdf
218941,SREcon18 Europe,{SRE} Team Lifecycles,Stephen Thorne,
218949,SREcon18 Europe,{SRE} Theory vs. Practice: A Song of Ice and {TireFire},Corey Quinn and John Looney,
216049,USENIX ATC 18,Stable and Consistent Membership at Scale with Rapid,Lalith Suresh and Dahlia Malkhi and Parikshit Gopalan and Ivan Porto Carreiro and Zeeshan Lokhandwala,https://www.usenix.org/system/files/conference/atc18/atc18-suresh.pdf
210544,FAST 18,Stash in a Flash,Aviad Zuck and Yue Li and Jehoshua Bruck and Donald E. Porter and Dan Tsafrir,https://www.usenix.org/system/files/conference/fast18/fast18-zuck.pdf
211279,NSDI 18,Stateless Datacenter Load-balancing with Beamer,Vladimir Olteanu and Alexandru Agache and Andrei Voinescu and Costin Raiciu,https://www.usenix.org/system/files/conference/nsdi18/nsdi18-olteanu.pdf
218901,SREcon18 Europe,Statistics for Engineers,Heinrich Hartmann,
216825,HotCloud 18,Steel: Simplified Development and Deployment of {Edge-Cloud} Applications,Shadi A. Noghabi and John Kolb and Peter Bodik and Eduardo Cuervo,https://www.usenix.org/system/files/conference/hotcloud18/hotcloud18-paper-noghabi.pdf
216043,USENIX ATC 18,{STMS}: Improving {MPTCP} Throughput Under Heterogeneous Networks,Hang Shi and Yong Cui and Xin Wang and Yuming Hu and Minglong Dai and Fanzhao Wang and Kai Zheng,https://www.usenix.org/system/files/conference/atc18/atc18-shi.pdf
216785,HotEdge 18,{Store-Edge} {RippleStream}: Versatile Infrastructure for {IoT} Data Transfer,Madhumita Bharde and Annmary Justine K and Suparna Bhattacharya and Dileep Deepa Shree,https://www.usenix.org/system/files/conference/hotedge18/hotedge18-papers-bharde.pdf
208175,Enigma 2018,Stranger Things: {Who{\textquoteright}s} Listening When the Device Is Always On?,Emily McReynolds,
211289,NSDI 18,Stroboscope: Declarative Network Monitoring on a Budget,"Olivier Tilmans and Tobias B{\""u}hler and Ingmar Poese and Stefano Vissicchio and Laurent Vanbever",https://www.usenix.org/system/files/conference/nsdi18/nsdi18-tilmans.pdf
220239,CSET 18,Supporting Docker in {Emulab-Based} Network Testbeds,David Johnson and Elijah Grubb and Eric Eide,https://www.usenix.org/system/files/conference/cset18/cset18-paper-johnson.pdf
208155,Enigma 2018,Surfing the Motivation Wave to Create Security Behavior Change,Masha Sedova,https://www.usenix.org/sites/default/files/conference/protected-files/enigma18_sedova.pdf
218907,SREcon18 Europe,Sustainability Starts Early: Creating a Great Ops Internship,Fatema Boxwala,https://www.usenix.org/sites/default/files/conference/protected-files/srecon18emea_slides_boxwala.pdf
220566,WOOT 18,"Swipe Your Fingerprints! How Biometric Authentication Simplifies Payment, Access and Identity Fraud",Julian Fietkau and Starbug and Jean-Pierre Seifert,https://www.usenix.org/system/files/conference/woot18/woot18-paper-fietkau.pdf
220590,WOOT 18,Symbolic Execution of Security Protocol Implementations: Handling Cryptographic Primitives,Mathy Vanhoef and Frank Piessens,https://www.usenix.org/system/files/conference/woot18/woot18-paper-vanhoef.pdf
217474,USENIX Security 18,Tackling runtime-based obfuscation in Android with {TIRO},Michelle Y. Wong and David Lie,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-wong.pdf
216051,USENIX ATC 18,Tailwind: Fast and Atomic {RDMA-based} Replication,Yacine Taleb and Ryan Stutsman and Gabriel Antoniu and Toni Cortes,https://www.usenix.org/system/files/conference/atc18/atc18-taleb.pdf
222561,OSDI 18,Taming Performance Variability,Aleksander Maricq and Dmitry Duplyakin and Ivo Jimenez and Carlos Maltzahn and Ryan Stutsman and Robert Ricci,https://www.usenix.org/system/files/osdi18-maricq.pdf
219726,ASE 18,Teaching with angr: A Symbolic Execution Curriculum and {CTF},Jacob Springer and Wu-chang Feng,https://www.usenix.org/system/files/conference/ase18/ase18-paper_springer.pdf
217464,USENIX Security 18,{teEther}: Gnawing at Ethereum to Automatically Exploit Smart Contracts,Johannes Krupp and Christian Rossow,https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-krupp.pdf
